,title,artist,lyric,genre
92,Daddy's Little Girl,SPIA(수피아),"난 튀어 눈에 띄여
I know u like what u see

속맘은 비밀스러
Know u been talking about me

Liking all my pics on the gram pose like
En vogue but you never gonna get it

Oooh bop I think your hot but I’m never gon admit it

Let’s fly away to outer space it’s not a race
But hurry 망설이다 놓쳐 babe

얼른 빨리 말해 딴 데 주기 전에 내 맘을 뺏어

If you want it 내 감정에 너의 마크를 새겨

Feels so right 난 안 그래 원래 but I’ll give you a chance

To make me feel so alive
내가 느낄 수 있게
좀 더 가까이 다가와 봐

Ooh boy don’t play
I know you want it

다 끼리끼리 어울려 huh
알잖아 이미 you need it you need it ooh

Ooh yea I got it yea yea I do I do I do

Daddy’s little girl 다 가져 난 원하면

화끈하게
단순하게
뭘 생각해
물이 들어올 때 노를 져

궁금해하던 것들을 다 알게 해줄게

We making bad boys wanna turn into a gentlemen

So come n play 날 위한 게임

내 매력에 빠져 if u want my loving babe

If you’re really bout it don’t just talk about it better be about it
바로 앞에 지금 기회가 왔을 때 더 잘해

Feels so right 난 안 그래 원래 but I’ll give you a chance

To make me feel so alive
내가 느낄 수 있게
좀 더 가까이 다가와 봐

Ooh boy don’t play
I know you want it

다 끼리끼리 어울려 huh
알잖아 이미 you need it you need it ooh

Ooh yea I got it yea yea I do I do I do

Daddy’s little girl 다 가져 난 원하면

Hot Hot I Got that Fire Fire
Hot Hot I Got that Fire Fire

Ooh boy don’t play
I know you want it

다 끼리끼리 어울려 huh
알잖아 이미 you need it you need it ooh

ooh yeah I got it yea yea I do I do I do

Daddy’s little girl 다 가져 난 원하면

Daddy’s little girl 다 가져 난 원하면",dance
93,STAR,지세희,"많이 지쳤니
말도 못 할 만큼
다 똑같을 거라
오늘도 꾹 참아

참 해맑게 웃던
어린아이 때로
잠시 눈을 감고 그
때를 생각해

아무 걱정 없던
시간이 더욱 그리워질 때면
잘 가고 있던 길도
갑자기 막연하게만 느껴져

멈춘 그 자리에
돌아갈까 고민하지만
Oh I can't stop 이제는
미리 두려워할 필요는 없어

Like a super star
저 하늘에 별들처럼
주인공은 너인 거야
반짝이는 너는 나의 star
기다리던
시간이 찾아온 거야
지금처럼 더 즐겨봐
반짝이는 너는 나의 star

LA LA LA LA LA LA LA LA LA
LA LA LA LA LA LA LA LA LA

반짝이는 너는 나의 star


아무 걱정 없던
시간이 더욱 그리워질 때면
잘 가고 있던 길도
갑자기 막연하게만 느껴져

멈춘 그 자리에
돌아갈까 고민하지만
Oh I can't stop 이제는
미리 두려워할 필요는 없어

Like a super star
저 하늘에 별들처럼
주인공은 너인 거야
반짝이는 너는 나의 star
기다리던
시간이 찾아온 거야
지금처럼 더 즐겨봐
반짝이는 너는 나의 star
I can fight
I can fly (oh yeah)
I can't hide
반짝이는 너는 나의 star

LA LA LA LA LA LA LA LA LA
LA LA LA LA LA LA LA LA LA

LA LA LA LA LA LA LA LA LA
LA LA LA LA LA LA LA LA LA

반짝이는 너는 나의 Star",dance
94,Filter,DIAWINGS,"다 알고 있다 생각할 거야
이 게임의 Winner라 생각할 거야
아마도 미련하게 축밸 들고서
아직 이른 party를 열겠지

But you're wrong wrong
You really don't know
굳이 다 보여줄 필요 없지
It's only for me and for my besties
Ooh- We're gonna eat this battle, Suck it up


Super nasty
Super naughty
Ooh 상상도 못할 Super bitch
괜찮아 that's ma favorites
Most Trendy hottie hottie filters

괜찮아 that's ma favorites
Most Trendy hottie hottie filters

little bit vintage and showy fancy
Make me stand out tap tap

Blue color more deep 하게
분위기 up 세상 hip 하게

Home sweet home 내 집은
언제나 안락함을 난 느껴
누가 뭐라건 말건      
바람 따라 물 따라
just like 구름 위의 신선
난 pull off the filter
cover up real fake yu

차원이 다른 another
너에겐 bitch
남에겐 빛이 비추이는 느낌
내가 낀 filter는 big picture
지만 니가 낀 filter는 폐 끼쳐
심심할 땐 날 가리고 민낯을 드러낸 너를 보는 재미

drama than reality
무한한 ma abilty
put it on 원하는 filter
난 나 그 자체로 filter

drama than reality
무한한 ma abilty
put it on 원하는 filter
난 나 그 자체로 filter

난 나만의 filter를 입고 내 길을 걸어가
It's such a perfect trick, right?

Super nasty
Super naughty
Ooh 상상도 못할 Super bitch
괜찮아 that's ma favorites
Most Trendy hottie hottie filters

Super nasty
Super naughty
Ooh 상상도 못할 Super bitch
괜찮아 that's ma favorites
Most Trendy hottie hottie filters



I can secretly put poison in your toast
I can drop a bomb behind you, unexpectedly
I can do everything  cause I'm really something
I can do everything
But, I just don't.


Super nasty 
Super naughty
Ooh 상상도 못할 Super bitch
괜찮아 that's ma favorites
Most Trendy hottie hottie filters

La la la la La la la la
Ooh, 아무도 모를 smart cookies
La la la la La la la la
yeah, yummy sweetie pie that you can't touch

It's the perfect show I'm the main 
Thanks to my trendy hottie filters",dance
95,Night Dance,Forest Music,"Darkness creeping in, lights start to spin
On the city streets, the night's about to begin
Youthful flames burning in the vibrant beat
Our footsteps break free, dancing to the street

Surrendering to the waves of music
Starlight guiding us, feeling so acoustic

Night dance, our night ignites in a blaze
Breaking all the rules, spreading freedom's wings
Night dance, feel this moment unfold
This night is ours, we won't stop, we're bold

City sounds, a symphony of freedom
Street art unfolds, our stage is the kingdom
Sometimes we dance, sometimes we sing
Creating this night, together, everything

Surrendering to the waves of music
Starlight guiding us, feeling so acoustic

Night dance, our night ignites in a blaze
Breaking all the rules, spreading freedom's wings
Night dance, feel this moment unfold
This night is ours, we won't stop, we're bold

Shadows of temptation, surrounding our embrace
But we won't falter, we grow stronger in this space

Night dance, our night ignites in a blaze
Breaking all the rules, spreading freedom's wings
Night dance, feel this moment unfold
This night is ours, we won't stop, we're bold",dance
96,지금 지금 지금,이한별,"오빠 나 사진 찍어줄래?
지금하면 찍어야지~
귀엽게
지금 , 지금지금 , 지금 , 지금지금
지금지금 하면 그때찍어 사진의 생명은 타이밍
지금지금 하면 그때찍어 사진의 생명은 앵글~
섹시하게
지금 , 지금지금 , 지금 , 지금지금
지금지금 하면 그때찍어 사진의 생명은 타이밍
지금지금 하면 그때찍어 사진의 생명은 앵글~
신나게
지금 , 지금지금 , 지금 , 지금지금
지금지금 하면 그때찍어 사진의 생명은 타이밍
지금지금 하면 그때찍어 사진의 생명은 앵글~
지금 , 지금지금 , 지금 , 지금지금",dance
97,Deja Vu,투모로우바이투게더,"수없이 도망갔었어
그저 무서웠었어
아직 시작에서 기다리는 너를 두고
폐허 속의 morse code
오랜 promise, promise
이유를 모르던 나의 눈물 내 anemoia

You and I 약속의 별빛 아래서
먼지 쌓인 우리의 왕관 앞에서
영혼에 새긴 꿈처럼 다시
영원이 돼줘 나를 불러줘

기억해 마침내 찾은 answer
나의 미래는 너야
Say my name
첫날의 약속처럼 널 세게 안을 거야

마치 deja vu
넌 마치 deja vu
Say it, say it
Say it, say it louder

나를 태우는 그 불꽃 비 속에
영겁같이 긴 여행 속에
너와 나눈 슬픔은 my clarity
너의 눈물 곁으로

Oh 추락해 오는 순간에도 넌 all I need
무너진 폐허 틈의 너와 나의 place of promise
안식의 대지 영원의 회귀
날 기다려 줬던 너

기억해 마침내 찾은 answer
나의 미래는 너야
Say my name
첫날의 약속처럼 널 세게 안을 거야

마치 deja vu
넌 마치 deja vu
Say it, say it
Say it, say it louder

약속해 몇 번을 반복해도
나의 미래는 너야
빛의 베일에
신부처럼 반짝일 널 세게 안을 거야

마치 deja vu
넌 마치 deja vu
Say it, say it
Say it, say it louder",dance
98,Locked On,VVUP(비비업),"Mm..Don ́t you worry...yeah

Why you look like December?
You say you freezing up inside wanna surrender
Oh Why? Why?
Ah! Ain’t even winter!
기억나게 해줄게 I'm bringing back your summer

Don't let go 여기는 one way
나만 봐 널 위해 부를께
Shout Baby! Shout Baby!
You know that I be Proud Baby! Proud Baby!
You got it ya ya

끝이란 건 의미 없어
We will find
다시 돌아갈 수 있게
If you want it
I got it
I let it
You have it

어떤 상황이 와도
You just put your hand in mine
Baby leave it all behind
Cause we now two

Because my love is coming strong
There’s nothing wrong
My heart on you locked on

Don’t worry Don ́t worry Oo Don’t worry Don ́t worry Ah Don’t worry Don ́t worry
Cause one and one that equals two
You know that it’s true Oho

Don’t worry Don ́t worry let it go
Don’t worry I’m still the one that you know

Just get it
Love is coming strong
Never be alone cause my heart on you is locked on

Yeah we go up and down
But we are side by side
Still giving me the first time feeling of my life
Oo got me flying with you
Takes me higher with you
Baby always
I just wanna feel da way

Cause you got the thing that I need
내 미래의 꿈같은 ride, ride, ride, ride, ride, ride
Cause you do me right, right, right, right, right, right

That’s what you do

끝이란 건 의미 없어
We will find
다시 돌아갈 수 있게
If you want it
I got it
I let it
You have it

어떤 상황이 와도
You just put your hand in mine
Baby leave it all behind
Cause we now two

Because my love is coming strong
There’s nothing wrong
My heart on you locked on

Don’t worry Don ́t worry Oo Don’t worry Don ́t worry Ah Don’t worry Don ́t worry
Cause one and one that equals two
You know that it’s true Oho

Don’t worry Don ́t worry let it go
Don’t worry I’m still the one that you know

Just get it
Love is coming strong
Never be alone cause my heart on you is locked on

딴 길로 새어 가도
잊지 말아줘
That I will remember who you are
I will bring heaven back on earth

So get ready let’s get ready we gon’ livin it up
Come get ready let’s get steady we gon’ livin it up

Don’t worry in this story
Cause my heart is always locked on ya

Always locked on

Don’t worry Don ́t worry Oo Don’t worry Don ́t worry Ah Don’t worry Don ́t worry
Cause one and one that equals two
You know that it’s true Oho

Don’t worry Don ́t worry let it go
Don’t worry I’m still the one that you know

Just get it
Love is coming strong
Never be alone cause my heart on you is locked on",dance
99,Magnetic (Sped Up),아일릿(ILLIT),"Baby
I’m just trying to play it cool
But I just can’t hide that
I want you

Wait a minute 이게 뭐지?
내 심장이 lub-dub
자꾸만 뛰어

저 멀리서도 oh my gosh!
끌어당겨 you’re my crush!
초능력처럼

거대한 자석이 된 것만 같아 my heart
네 모든 게 내 맘에 달라붙어버려 boy

We’re magnetized 인정할게
This time I want

You You You You like it’s magnetic
U U U U U U U U super 이끌림
You You You You like it’s magnetic
U U U U U U U U super 이끌림

BAE BAE BAE BAE BAE BAE BAE BAE BAE
Dash-da-da Dash-da-da Dash-da
Like it’s magnetic
BAE BAE BAE BAE BAE BAE BAE BAE BAE
Dash-da-da Dash-da-da
Baby don’t say no

정반대 같아 our type
넌 J 난 완전 P
S와 N 극이지만
그래서 끌리지

내가 만들래 green light
여잔 배짱이지
So let’s go let’s go
Let’s go let’s go

숨기고 싶지 않아 자석 같은 my heart
내 맘의 끌림대로 너를 향해 갈게 boy

We’re magnetized 인정할게
This time I want

You You You You like it’s magnetic
U U U U U U U U super 이끌림
You You You You like it’s magnetic
U U U U U U U U super 이끌림

No push and pull
전속력으로 너에게 갈게
(In a rush in a rush)
Our chemistry
난 과몰입해 지금 순간에
(Baby you’re my crush you’re my crush)

No push and pull
네게 집중 후회는 안 할래
(Gonna dash gonna dash)
Never holding back
직진해 yeah
This time I want

You You You You like it’s magnetic
U U U U U U U U super 이끌림
You You You You like it’s magnetic
U U U U U U U U super 이끌림

BAE BAE BAE BAE BAE BAE BAE BAE BAE
Dash-da-da Dash-da-da Dash-da
Like it’s magnetic
BAE BAE BAE BAE BAE BAE BAE BAE BAE
Dash-da-da Dash-da-da
Baby don’t say no",dance
100,"One More Time (Feat. SUZIN, PILLOW)",박창민,"you said one more time
굳이 필요해 on my mind
take my hands
이건 우리만의 hotline
애태우는 건 아냐 you understand?
알다시피 우린 말야

눈만 봐도 I know
우리만의 암호
시간 좀 slow motion
오늘은 빨리 헤어지긴 싫어
한번으론 부족해
네 귀에 딱지 앉게 말해 줄게
너도 내가 하려던 그 말

한 번 더
한 번 더
말해줘 say me
얼마나 나를 더
사랑한다고
정말로 나는
니 말을 잊지 못해요

love and love and 다음
너에게 말했던
그 말을 또 해야겠어
지겹다 해도
암만 봐도 I know
없잖아 아무
상관도 당장
이 시간 속 박동은 나보다 빨라
come in and get on me
몇번을 repeat해
또 너와 내 시곈
쉴새 없이 돌아도
찰 수 없는 숨이야 I know
now spend it all
다 써내 words
I’m fallin’ drownin’
팔을 또 허우적
멀었던 시간이 흘러 poundin’

한 번 더
한 번 더
말해줘 say me
얼마나 나를 더
사랑한다고
정말로 나는
니 말을 잊지 못해요

한 번 더
한 번 더
말해줘 say me
I love you so much
그래 안다고
정말로 나는
이 말을 잊지 못해요",dance
101,I'm bad,워후,"본 적 없겠지 나 같은 애
상상을 넘어선 Level
Don‘t blame me , Not my fault
가진 게 많은 나의 Talents
따라올 수 없지
Just follow follow
맞팔은 No no (Now Let's go)

불 타오르는 질투 느낄 수 있어
결국 돌아오는 many question time
열등감 속에 갇힌 손짓들도
이해할게 안타깝지만
3, 2, 1 Hey !

I'm bad ! bad, i'ma bad.
That's me 그게 나인걸, 어떡해
I’m bad ! I feel like i'm mad.
건들지 말았어야 해, 착하게 eh eh

어쩌면 익숙해
나도 알아 i'm pretty bad
아무 노력 없이
Hope to have fun 그게 무엇이던
나라고는 설명 못할 걸

Um, 하고싶 은 건 꼭 해야 되는 걸
그게 만약 비결이면 따라 해볼래?
타고난 건 없어
what? Umm i'm sorry

남 탓은 Mistake 알고 있겠지
결국 벗어날 수 없는 real life
점점 멀어지는 건 네 꿈일 거야
이해할게 안타깝지만
3, 2, 1 Hey !

I'm bad ! bad, i'ma bad.
That's me 그게 나인걸, 어떡해
I’m bad ! I feel like i'm mad.
건들지 말았어야 해, 착하게 eh eh

Huh no, 네가 뭐라 해도 흔들리지 않아
계속해 봐 Over over again
That will be my driving force
보여줄게, yeah i'm bad

Check it up now!
Down ! Uh uh
Bad Bad
3, 2, 1 Hey !

I'm bad ! bad, i'ma bad.
That's me 그게 나인걸, 어떡해
I’m bad ! I feel like i'm mad.
건들지 말았어야 해, 착하게 eh eh

I'm bad ! I'm bad
Everybody just looking at me now
I'm bad , i'ma bad
I know I’m pretty , Cuz I’m bad it, Girl
I’m bad ! I feel like i'm mad.
건들지 말았어야 해, 착하게 eh eh
I'm bad !",dance
102,HUSH,이다혜,"가려진 커튼 사이
틈새로 비치는 작은 섬광
강렬한 이 순간
커지는 감정은 롤러코스터

조이는 텐션 계속 나를 묶어
달콤한 향기에 취하게 돼
사뿐한 걸음으로 내 안에 너를 깨워
Whisper Whisper Whisper

잠들어 있는 나의 목소리
깊숙이 채운 소음 속에 피워 낼게
희미해져 가는 Memory
새빨간 색으로 물들일 테니 Woo

Hush Hush Hush (Hush)
Hush Hush Hush (전부 다 볼륨을 Down)
Don’t Touch Touch Touch
지금부턴 내가 선택하는 대로

기다려왔던 타임이야
Nobody can tie me up (Tie me up)
어떤 말들로 또 가두려고
수많은 blah blah blah (blah blah)
더는 귀를 기울이지 않을래

조이는 텐션 긴장감 속에서
달콤한 향기에 취하게 돼
사뿐한 걸음으로 내 안에 너를 깨워
Whisper Whisper Whisper

잠들어 있는 나의 목소리
깊숙이 채운 소음 속에 피워 낼게
희미해져 가는 Memory
새빨간 색으로 물들일 테니 Woo


노이즈 같던 말 디크레센도
작은 내 공간에 들어와
다른 누구도 아닌 내가
더 깊이 듣고 싶어 (싶어)

One Two Three Four Hush
Baby Hush, Baby Hush
나만의 꽃
Please don’t touch
Please don’t touch
Please don’t touch
기다려봐
Ain’t no rush
Ain’t no rush
Ain’t no rush
화려한 색깔로 빛나게

잠들어 있는 나의 목소리
깊숙이 채운 소음 속에 피워 낼게
희미해져 가는 Memory
새빨간 색으로 물들일 테니 Woo

Hush Hush Hush (Hush)
Hush Hush Hush (전부 다 볼륨을 Down)
Don’t Touch Touch Touch
지금부턴 내가 원해왔던 대로

Nobody can tie me up (Tie me up)
Nobody can tie me Down (Tie me Down)
Yeah",dance
103,벚꽃하십니까(feat.재홍),최은경,"벚꽃이 만발한 이 거리를
당신과 함께 난 걸어갔죠
언제나처럼 환한 미소를 짓고서
이렇게

몇번을 당신과 함께 걸어도
언제나 새로운 느낌이죠
영원히 이 순간을 기억할래요

바람에 봄 처럼 흩날리던
그 수많은 꽃잎처럼
우리 따스한 기억만 간직해요
소중한 당신에게

벚꽃이 가득 피어난 이곳에
우리 영원을 약속해요
산뜻한 바람이 기분 좋잖아요
당신도 나와 같은 맘이죠

조금 느린 걸음에도
함께 할게요
당신의 손을 꼭 잡고서
난 걸어갈게요 언제나처럼

조금 더 이 시간이 머무르길
언제나 바라는 마음이죠
영원히 이 순간을 함께할래요

피어난 꽃잎을 바라보면
난 당신을 생각해요
우리 언제나 지금을 기억해요
사랑을 물들여요

벚꽃이 가득 피어난 이곳에
우리 영원을 약속해요
산뜻한 바람이 기분 좋잖아요
당신도 나와 같은 맘이죠

조금 느린 걸음에도
함께 할게요
당신의 손을 꼭 잡고서
난 걸어갈게요 언제나처럼

벚꽃잎이 내려와요
분홍빛이 가득한
이 거리를 함께 걸어갈게요
오늘도 난

벚꽃이 가득 떨어진 이곳은
우리 사랑이 머무르죠
당신을 닮아 예쁘게 미소 짓는
이 순간을 잊지 않을게요

조금 느린 걸음에도
함께 할게요
당신의 손을 꼭 잡고서
난 걸어갈게요
벚꽃잎처럼 환하게
사랑할게요",dance
104,7pm (Vocal by 지휴),ashWave (애쉬웨이브),"겨우 올라탄 이 네모 상자 속안의 지친 사람들
모두 저마다 힘든 하루의 끝에서 뒤척이는데
문득 난 궁금해져 온종일 시끄럽던 나의 마음은
도대체 왜 꼭 이 시간이면 아무렇지 않을까

항상 바쁜 내 삶이 그래 창 밖의 노란색 붉은색 불빛도 그래
매일이 다르지만 또 다르진 않아 하지만
가끔은 이것도 나쁘진 않아 쳇바퀴처럼 흐르고 흐르는 내 시간들이
모든걸 다 잃고 잊고 다시 반복해도 그래도

깜빡 잠이 든 이 네모 상자 속안의 지친 내 모습
무거운 눈과 힘든 오늘의 끝에서 흔들리는데
다시 난 궁금해져 온종일 정신없던 나의 하루는
도대체 왜 꼭 이 시간이면 아무렇지 않을까

항상 바쁜 내 삶이 그래 창 밖의 노란색 붉은색 불빛도 그래
매일이 다르지만 또 다르진 않아 하지만
가끔은 이것도 나쁘진 않아 쳇바퀴처럼 흐르고 흐르는 내 시간들이
모든걸 다 잃고 잊고 다시 반복해도 그래도

천천히 생각해봐 이제는 정말 괜찮니
다시 또 시작될 내일의 난

항상 바쁜 내 삶이 그래 창 밖의 노란색 붉은색 불빛도 그래
매일이 다르지만 또 다르진 않아 하지만
가끔은 이것도 나쁘진 않아 쳇바퀴처럼 흐르고 흐르는 내 시간들이
모든걸 다 잃고 잊고 다시 반복해도 그래도",dance
105,Birth,ARTMS,"Take Away 키스가 쓰다
넌 달콤했었나
Everything 내 모든 것
단지 하나 묻고 싶어
내 맘에 널 묻고서
눈 감을까

Take Me 거짓말 마
나 없이 닿을 긴 밤이

사라진대도
사라지잖는
You Swallow Me
목 끝에서 느껴져 다

I Could Gather Ex Boyfriends
너를 찾는 광고 Flyer
Thank You 너에게 난 독백
I’ve Been Rolling Down My Sleeping
I Could Make It Better Future
잠에서 깬 내일부터
거짓 미소로 난 탄생

섬망 속에 넌 Illusion
선명해진 건 내 안에 조작된 추억
눈 감고 촛불 앞에 맹세해
이건 선물이야 사랑해 줘

잊어줄게 잊혀질게 널 떠나줄게
거짓말이 늘어만 가 Lie Lie Lie
Fake It Heart, Fake It All
청순한 내 얼굴 거울 속 나를 봐
Fake It Love, Fake It All
어떤 게 진짠지

Everything Is Yours

I Could Gather Ex Boyfriends
너를 찾는 광고 Flyer

섬망 속에 넌 Illusion
선명해진 건 내 안에 조작된 추억
눈 감고 촛불 앞에 맹세해
이건 축복이야 미워해 줘",dance
106,네게 가고 있어,펄리스 (Pearlys),"서투른 행동 하나 다 전부 아른거려
어색한 이 눈빛 보다 전부 너만 보여
I Guess I Like You
I Guess I Want You
너에게 내가 빠져버렸어

두근거린 내 심장소리가
너에게 들릴까
난 조마조마해
너만 생각하면 내 마음이 덜컹
어떡해 어떡해 난 내게 빠져버렸어

설레이는 이 기분 (I Wanna Say)
널 향해 더욱 번져가

피어나는 나의 사랑 더 커져가
눈 감아도 너만 떠올라
걷잡을 수 없이 너를 향해 달려가
니 마음의 문을 두드리고 있어
이 순간 펼쳐진
이 느낌 눈부신
내게 가고 있어


반짝이는 내 마음불빛이
너에게 보일까
난 심쿵심쿵해
너만 생각하면 내 마음이 덜컹
어떡해 어떡해 난 내게 빠져버렸어

설레이는 이 기분 (I Wanna Say)
널 향해 더욱 번져가

피어나는 나의 사랑 더 커져가
눈 감아도 너만 떠올라
걷잡을 수 없이 너를 향해 달려가
니 마음의 문을 두드리고 있어
이 순간 펼쳐진
이 느낌 눈부신
내게 가고 있어

이 순간을 놓치면은
안될 것 같아
내가 그려왔던
지금 이 순간

피어나는 나의 사랑 더 커져가
눈 감아도 너만 떠올라
걷잡을 수 없이 너를 향해 달려가
니 마음의 문을 두드리고 있어
이 순간 펼쳐진
이 느낌 눈부신
내게 가고 있어",dance
107,Olive,헤더,"Don't live me
솔직히
U got me
I just wanna be you mine

Martini
달큰히
담겨진
I just wanna own your mind



Whatever known
우리둘만 있으면 (돼)
Whoever told
뭐라하던지 괜찮아
Tell me the truth
내가 먼저 하자면
To be honest*2


I just want you olive
Could you be my olive
Dive in to me olive
I’ll give you my olive my only yeah


알잖니
Everythings(모든게)
어차피
Comes and goes, goes and bye


적당히
란말이
어울리지
않았으면 하는걸



Whatever known
내눈앞에 너를 봐
Whoever told
이미 가득 차있는걸
Tell me the truth
내가 먼저 말할게
To be honest*2


Sometimes 나도
헷갈리는지 흐려지는지 네게 취해
But I really know the things
I want you. I just can’t say love you


I just want you olive
Could you be my olive
Dive in to me olive
I’ll give you my only

I just can't say i want it too
Whatever me what about you baby
I just can't say I’m love with you",dance
108,PASTEL DREAM QUEST,NTORE,"우리의 여행 끝에서 기적을
찾아낼 수 있어요

샛별의 노랑을 가득 채운 소망은
조금 어리고 또 유치해 웃을지도 몰라

꿈속에서나 그려왔던 낡은 모험의 안내서
어떤 것도 채워 낼 나의 새하얀 빈 페이지

현실에 지친 너의 무너진 마음에도
분홍빛의 웃음으로
피로도 회복

메마른 맘에 인스톨 바래진 꿈에 로그인
잊어버렸던 날 찾아낼게
함께하고 싶잖아

지금껏 기다려왔어 오늘 이 순간만큼을
내가 네게 전하는 한마디
우리는 언제나 함께라는걸

보여줄게 여기 지평의 너머!

여러 색 물약은 마법을 걸어줘
낯설고 어색해 좀 서툴지도 몰라

헤매더라도 난 포기할 수 없어 쓰러지지 마
오렌지색 태양이 나를 비추고 있잖아

힘든 일이 많지만 같은 마음 하나로
새겨진 상처 하나하나
경험치가 될 거야

메마른 맘에 인스톨 바래진 꿈에 로그인
잊어버렸던 날 찾아낼게
함께하고 싶잖아

지금껏 기다려왔어 오늘 이 순간만큼을
내가 네게 전하는 한마디
우리는 언제나 함께라는걸

구해줄게 지금 나의 용사님!

늘 지쳐있던 내 마음을 어루만져주었던 너
너 덕분에 나 일어날 수 있어

네가 어디에서나 눈을 감고 나를 부르면
너의 마음에 크게 울리는 목소리로

희망은 너의 손에 언제나

잊혀질 꿈이 아니야 기적은 분명 일어나
나의 소중한 이 마음
전해주고 싶다고

간절히 바라왔어 지금 이 순간의 느낌
영원하길 약속할게
우리 그 자체로 기적이니까",dance
109,꿍따리 샤바라,박은빈,"마음이 울적하고 답답할 땐
산으로 올라가 소릴 한번 질러봐
나처럼 이렇게 가슴을 펴고
꿍따리 샤바라 빠빠빠빠

누구나 세상을 살다 보면은
마음먹은 대로 되지 않을 때가 있어
그럴땐 나처럼 노래를 불러봐
꿍따리 샤바라 빠빠빠빠

기쁨과 슬픔이 엇갈리고
좌절과 용기가 교차되고
만남과 이별을 나누면서
그렇게 우리는 살아가고

뜻대로 되지 않을 때도 있고
마음먹은 대로 될 때도 있어
다 그런 거야 누구나
세상은 그렇게 돌아가니까

다 그렇게 사는 거야
희비가 엇갈리는 세상속에서
내일이 다시 찾아오기에
우리는 희망을 안고 사는 거야

마음대로 일이 되지 않을 땐
하던 일을 멈추고 여행을 떠나봐
바다를 찾아가 소릴 질러봐
꿍따리 샤바라 빠빠빠빠

꿍따리 샤바라 빠빠빠
빠빠빠빠빠 빠빠빠
꿍따리 샤바라 빠빠빠
빠빠빠빠빠 빠빠빠

우울한 날이 계속 이어질 땐
신나는 음악에 신나게 춤을 춰봐
나처럼 이렇게 리듬에 맞춰
꿍따리 샤바라 빠빠빠빠

누구나 괴로운 일은 있는 것
한가지 생각에 너무 집착하지 마
그럴 땐 나처럼 툭툭 털면서
꿍따리 샤바라 빠빠빠빠

다 그렇게 사는 거야
희비가 엇갈리는 세상속에서
내일이 다시 찾아오기에
우리는 희망을 안고 사는 거야

마음대로 일이 되지 않을 땐
하던 일을 멈추고 여행을 떠나봐
바다를 찾아가 소릴 질러봐
꿍따리 샤바라 빠빠빠빠

꿍따리 샤바라 빠빠빠
빠빠빠빠빠 빠빠빠
꿍따리 샤바라 빠빠빠
빠빠빠빠빠 빠빠빠 -",dance
110,When I think about you,Dawn City,"When I think about you, baby, the world fades away
All the worries and the pain just disappear, ooh, yeah
Your smile lights up my darkest nights
And your touch, it's like a warm summer breeze

I know when I think about you, baby, it all just melts away
All the troubles that surround me, they fade into grey
In your arms, I find my sanctuary
So let's stay here together, forever, and let the world melt away

When I think about you, baby, the world fades away
All the worries and the pain just disappear, ooh, yeah
Your smile lights up my darkest nights
And your touch, it's like a warm summer breeze

I know when I think about you, baby, it all just melts away
All the troubles that surround me, they fade into grey
In your arms, I find my sanctuary
So let's stay here together, forever, and let the world melt away

When I think about you, baby, the world fades away
All the troubles that surround me, they fade into grey
In your arms, I find my sanctuary
So let's stay here together, forever, and let the world melt away",dance
111,Freaky Love (Sped Up),KINO,"Nice to meet you, where you been all my life?
They say love is hard to find
But you walked in, your eyes met mine
Planned my future with you
In that two sec yeah

Two room suite, Ocean water pool
Made a vow, got a car with a bow
In the city of angels
“Where is the love?”
It’s in front of us

I'll do the dishes clean and tuck the kids in 몸만 와 baby
I will do anything for you
Oh shit, be cool!

I know it’s a bit freaky freaky freaky love
But I'm blue checked, blue checked, verified yeah
You should stop feedin' my delusions
Bra ta ta ta
Goin' delululu

Freaky freaky freaky love
But I'm blue checked, blue checked, verified yeah
You should stop feedin' my delusions
Bra ta ta ta
Goin' delululu

By the way, what’s ur name
When should we pop champagne?

With this ring, your my queen
Just say ""Yes”, “Yes, I do""

I'll do the laundry clean and read the kids to sleep, relax baby
I will do anything for you
Oh shit (haha)

I know it’s a bit freaky freaky freaky love
But I'm blue checked, blue checked, verified yeah
You should stop feedin' my delusions
Bra ta ta ta
Goin' delululu

Freaky freaky freaky love
But I'm blue checked, blue checked, verified yeah
You should stop feedin' my delusions
Bra ta ta ta
Goin' delululu",dance
